,name,make,model,year,tank_capacity,initial_odometer,fuel_id,fill_date,mileage,fuel,cost,partial,comment
107,passat,Volkswagen,Passat,2015,70.0,0.0,784,2018-09-22,922.6,18.826,25.02,True,
108,passat,Volkswagen,Passat,2015,70.0,0.0,785,2018-09-25,332.3,48.953,63.1,False,
109,passat,Volkswagen,Passat,2015,70.0,0.0,786,2018-10-11,1032.0,52.452,68.14,False,
110,passat,Volkswagen,Passat,2015,70.0,0.0,787,2018-11-29,850.4,53.914,69.5,False,
111,passat,Volkswagen,Passat,2015,70.0,0.0,788,2018-06-19,1074.3,60.565,78.67,False,
112,passat,Volkswagen,Passat,2015,70.0,0.0,789,2018-06-02,970.9,16.039,21.0,True,
113,passat,Volkswagen,Passat,2015,70.0,0.0,790,2018-05-21,1040.0,55.228,68.87,False,
114,passat,Volkswagen,Passat,2015,70.0,0.0,791,2018-06-05,345.3,58.638,65.27,False,
115,passat,Volkswagen,Passat,2015,70.0,0.0,792,2018-09-11,880.0,57.489,74.1,False,Reset from crash
116,passat,Volkswagen,Passat,2015,70.0,0.0,793,2019-01-13,672.8,50.909,60.53,False,
117,passat,Volkswagen,Passat,2015,70.0,0.0,794,2019-04-08,702.2,56.672,70.44,False,Forgot to reset the odometer
118,passat,Volkswagen,Passat,2015,70.0,0.0,795,2019-03-31,888.9,31.422,37.36,True,
119,passat,Volkswagen,Passat,2015,70.0,0.0,796,2019-04-22,945.6,52.82,65.66,False,
120,passat,Volkswagen,Passat,2015,70.0,0.0,797,2019-05-05,779.4,51.388,63.88,False,
121,passat,Volkswagen,Passat,2015,70.0,0.0,798,2019-05-17,1016.4,55.743,69.29,False,
122,passat,Volkswagen,Passat,2015,70.0,0.0,799,2019-06-13,1048.6,25.017,30.0,True,
123,passat,Volkswagen,Passat,2015,70.0,0.0,800,2019-06-19,468.0,59.24,68.66,True,
124,passat,Volkswagen,Passat,2015,70.0,0.0,801,2019-06-29,1073.4,58.138,65.64,False,
125,passat,Volkswagen,Passat,2015,70.0,0.0,802,2019-07-13,1017.7,58.707,69.69,False,
126,passat,Volkswagen,Passat,2015,70.0,0.0,803,2019-07-26,1062.8,61.186,70.73,False,
127,passat,Volkswagen,Passat,2015,70.0,0.0,804,2019-08-14,1124.9,56.499,65.31,False,
128,passat,Volkswagen,Passat,2015,70.0,0.0,805,2019-09-02,994.9,54.999,63.58,False,
129,passat,Volkswagen,Passat,2015,70.0,0.0,806,2019-09-15,1005.2,56.328,65.12,False,
130,passat,Volkswagen,Passat,2015,70.0,0.0,807,2019-09-29,898.0,49.754,57.52,False,
131,passat,Volkswagen,Passat,2015,70.0,0.0,808,2019-10-10,898.8,49.382,57.09,False,
132,passat,Volkswagen,Passat,2015,70.0,0.0,809,2019-10-23,951.6,52.83,63.87,False,
133,passat,Volkswagen,Passat,2015,70.0,0.0,810,2019-11-02,881.8,51.444,59.47,False,
134,passat,Volkswagen,Passat,2015,70.0,0.0,811,2020-01-16,948.4,56.682,72.5,False,
135,passat,Volkswagen,Passat,2015,70.0,0.0,812,2020-01-04,927.5,54.582,67.03,False,
136,passat,Volkswagen,Passat,2015,70.0,0.0,813,2019-12-21,806.2,49.854,61.22,False,
137,passat,Volkswagen,Passat,2015,70.0,0.0,814,2019-12-05,843.4,51.78,63.59,False,
138,passat,Volkswagen,Passat,2015,70.0,0.0,815,2019-11-28,906.7,51.55,65.93,False,
139,passat,Volkswagen,Passat,2015,70.0,0.0,816,2020-02-04,871.6,51.61,63.38,False,
140,passat,Volkswagen,Passat,2015,70.0,0.0,817,2020-02-18,907.1,56.389,66.88,False,
141,passat,Volkswagen,Passat,2015,70.0,0.0,818,2020-02-28,890.7,53.874,63.89,False,
142,passat,Volkswagen,Passat,2015,70.0,0.0,819,2020-03-14,924.3,54.677,62.77,False,
143,passat,Volkswagen,Passat,2015,70.0,0.0,820,2020-11-11,941.5,54.047,53.83,False,
144,passat,Volkswagen,Passat,2015,70.0,0.0,821,2020-10-03,892.0,55.842,55.73,False,
145,passat,Volkswagen,Passat,2015,70.0,0.0,822,2020-09-15,871.7,51.786,54.84,False,
146,passat,Volkswagen,Passat,2015,70.0,0.0,823,2020-08-11,998.8,56.114,59.42,False,
147,passat,Volkswagen,Passat,2015,70.0,0.0,824,2020-10-25,776.7,46.833,46.74,False,
148,passat,Volkswagen,Passat,2015,70.0,0.0,825,2020-08-25,892.5,53.006,56.13,False,
149,passat,Volkswagen,Passat,2015,70.0,0.0,826,2020-07-19,645.4,56.984,61.43,False,
150,passat,Volkswagen,Passat,2015,70.0,0.0,827,2021-08-17,861.5,45.872,60.0,,
151,passat,Volkswagen,Passat,2015,70.0,0.0,828,2021-07-15,738.0,46.154,60.0,,
152,passat,Volkswagen,Passat,2015,70.0,0.0,829,2021-06-05,273.5,47.281,60.0,,
153,passat,Volkswagen,Passat,2015,70.0,0.0,830,2020-11-29,862.8,49.229,49.03,,
154,passat,Volkswagen,Passat,2015,70.0,0.0,831,2020-12-14,828.8,48.616,48.42,,
155,passat,Volkswagen,Passat,2015,70.0,0.0,832,2021-01-31,778.0,26.278,29.41,,
156,passat,Volkswagen,Passat,2015,70.0,0.0,833,2021-03-14,384.9,24.019,30.0,,
