vehicle id;make;model;year;tank_capacity;initial_odometer;archive;fill up id;vehicle_id;date;mileage;fuel_added;cost;is_partial_fill_up;comment;tags
2;Toyota;Matrix;2003;50;11;1;116;2;2005-05-26 00:00:00;585.7;41.508;34.0;0;;
2;Toyota;Matrix;2003;50;11;1;117;2;2005-05-31 00:00:00;529.5;35.433;31.0;0;;
2;Toyota;Matrix;2003;50;11;1;118;2;2005-06-08 00:00:00;573.7;36.01;39.83;0;;
2;Toyota;Matrix;2003;50;11;1;119;2;2005-06-15 00:00:00;547.3;37.0;40.93;0;;
2;Toyota;Matrix;2003;50;11;1;120;2;2005-06-22 00:00:00;554.3;37.261;33.5;0;;
2;Toyota;Matrix;2003;50;11;1;121;2;2005-06-29 00:00:00;549.5;40.315;37.7;0;;
2;Toyota;Matrix;2003;50;11;1;122;2;2005-07-11 00:00:00;566.0;40.777;40.0;0;;
2;Toyota;Matrix;2003;50;11;1;123;2;2005-07-18 00:00:00;520.1;39.62;38.0;0;;
2;Toyota;Matrix;2003;50;11;1;124;2;2005-07-19 00:00:00;320.0;20.126;19.02;0;;
2;Toyota;Matrix;2003;50;11;1;125;2;2005-07-27 00:00:00;588.5;40.004;39.0;0;;
2;Toyota;Matrix;2003;50;11;1;126;2;2005-08-04 00:00:00;532.0;39.635;39.0;0;;
2;Toyota;Matrix;2003;50;11;1;127;2;2005-08-12 00:00:00;567.1;40.117;41.0;0;;
2;Toyota;Matrix;2003;50;11;1;128;2;2005-08-18 00:00:00;595.5;41.096;42.0;0;;
2;Toyota;Matrix;2003;50;11;1;129;2;2005-08-26 00:00:00;626.7;41.587;44.0;0;;
2;Toyota;Matrix;2003;50;11;1;130;2;2005-09-02 00:00:00;605.0;35.862;50.03;0;;
2;Toyota;Matrix;2003;50;11;1;131;2;2005-09-09 00:00:00;565.0;40.0;70.0;0;;
2;Toyota;Matrix;2003;50;11;1;132;2;2005-09-20 00:00:00;659.1;42.712;49.5;0;;
2;Toyota;Matrix;2003;50;11;1;133;2;2005-09-23 00:00:00;315.3;23.558;26.5;0;;
2;Toyota;Matrix;2003;50;11;1;134;2;2005-10-03 00:00:00;602.4;39.208;46.5;0;;
2;Toyota;Matrix;2003;50;11;1;135;2;2005-10-12 00:00:00;557.6;42.402;46.6;0;;
2;Toyota;Matrix;2003;50;11;1;136;2;2005-10-21 00:00:00;612.9;43.911;43.21;0;;
2;Toyota;Matrix;2003;50;11;1;137;2;2005-10-28 00:00:00;602.4;43.154;41.3;0;;
2;Toyota;Matrix;2003;50;11;1;138;2;2005-11-02 00:00:00;464.7;26.137;24.02;0;;
2;Toyota;Matrix;2003;50;11;1;139;2;2005-11-08 00:00:00;467.9;43.474;39.0;0;;
2;Toyota;Matrix;2003;50;11;1;140;2;2005-11-15 00:00:00;496.2;37.389;33.61;0;;
2;Toyota;Matrix;2003;50;11;1;141;2;2005-11-24 00:00:00;537.2;40.252;36.51;0;;
2;Toyota;Matrix;2003;50;11;1;142;2;2005-11-30 00:00:00;494.2;38.278;32.5;0;;
2;Toyota;Matrix;2003;50;11;1;143;2;2005-12-05 00:00:00;513.7;42.237;40.0;0;;
2;Toyota;Matrix;2003;50;11;1;144;2;2005-12-13 00:00:00;530.4;43.325;39.25;0;;
2;Toyota;Matrix;2003;50;11;1;145;2;2005-12-20 00:00:00;511.9;40.852;37.01;0;;
2;Toyota;Matrix;2003;50;11;1;146;2;2006-01-06 00:00:00;470.9;20.457;20.01;0;;
2;Toyota;Matrix;2003;50;11;1;147;2;2006-01-09 00:00:00;286.4;43.416;41.51;0;;
2;Toyota;Matrix;2003;50;11;1;148;2;2006-01-13 00:00:00;517.8;58.444;55.0;0;;
2;Toyota;Matrix;2003;50;11;1;149;2;2006-01-20 00:00:00;542.6;43.612;41.04;0;;
2;Toyota;Matrix;2003;50;11;1;150;2;2006-02-02 00:00:00;519.1;41.109;39.01;0;;
2;Toyota;Matrix;2003;50;11;1;151;2;2006-02-05 00:00:00;499.4;39.289;36.5;0;;
2;Toyota;Matrix;2003;50;11;1;152;2;2006-02-10 00:00:00;531.2;45.001;41.0;0;;
2;Toyota;Matrix;2003;50;11;1;153;2;2006-02-16 00:00:00;522.8;41.761;36.6;0;;
2;Toyota;Matrix;2003;50;11;1;154;2;2006-02-23 00:00:00;544.9;42.293;37.85;0;;
2;Toyota;Matrix;2003;50;11;1;155;2;2006-03-02 00:00:00;511.8;43.248;39.92;0;;
2;Toyota;Matrix;2003;50;11;1;156;2;2006-03-19 00:00:00;489.1;42.496;41.01;0;;
2;Toyota;Matrix;2003;50;11;1;157;2;2006-03-26 00:00:00;464.4;36.924;35.0;0;;
2;Toyota;Matrix;2003;50;11;1;158;2;2006-04-02 00:00:00;553.2;42.168;42.8;0;;
2;Toyota;Matrix;2003;50;11;1;159;2;2006-04-09 00:00:00;555.2;42.102;43.15;0;;
2;Toyota;Matrix;2003;50;11;1;160;2;2006-04-20 00:00:00;579.3;41.694;45.65;0;;
2;Toyota;Matrix;2003;50;11;1;161;2;2006-04-28 00:00:00;649.3;45.226;48.8;0;;
